strain	issue_num	branch	additional_info	url
Australia/NSW-ICPMR-51057/2023|EPI_ISL_18513949	#991	24		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Ireland/CO-CUH-SC0497/2023|EPI_ISL_18521215	#991	25		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Puerto_Rico/PR-CVL-020145/2023|EPI_ISL_18406963	#944			https://github.com/sars-cov-2-variants/lineage-proposals/issues/944
Canary_Islands/CHUIMI-021437120161/2023|EPI_ISL_18526311	#944			https://github.com/sars-cov-2-variants/lineage-proposals/issues/944
Italy/VEN-ULSS3GEN-7002648863_VE/2023|EPI_ISL_18525140	#991	26		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Italy/VEN-ULSS3GEN-7002647992_VE/2023|EPI_ISL_18525168	#991	26		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
France/OCC-CHU-TLS-6004260371/2023|EPI_ISL_18529751	#991	27		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
USA/VA-VTVAS3-GSC44242/2023|EPI_ISL_18530486	#991	28		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
USA/VA-VTVAS3-GSC44214/2023|EPI_ISL_18530549	#991	29		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Germany/BE-RKI-I-1139392/2023|EPI_ISL_18530928	#991	30		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Denmark/DCGC-661544/2023|EPI_ISL_18442788	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Denmark/DCGC-662144/2023|EPI_ISL_18472803	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Belgium/Jessa_11-2344-003445ZOL/2023|EPI_ISL_18486652	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-25/2023|EPI_ISL_18526649	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-24/2023|EPI_ISL_18526651	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-22/2023|EPI_ISL_18526653	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-23/2023|EPI_ISL_18526654	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-19/2023|EPI_ISL_18526655	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-21/2023|EPI_ISL_18526656	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-18/2023|EPI_ISL_18526658	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-17/2023|EPI_ISL_18526659	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-13/2023|EPI_ISL_18526661	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-15/2023|EPI_ISL_18526662	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Italy/EMR_AUSLRomagna_C046-23-16/2023|EPI_ISL_18526663	#1105			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1105
Spain/IB-HUSE-08904/2023|EPI_ISL_18446867	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Spain/IB-HUSE-08871/2023|EPI_ISL_18446907	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Spain/IB-HUSE-08942/2023|EPI_ISL_18446913	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Luxembourg/LNS2727426/2023|EPI_ISL_18531012	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Spain/IB-HUSE-08997/2023|EPI_ISL_18531473	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Spain/IB-HUSE-08998/2023|EPI_ISL_18531474	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
Spain/IB-HUSE-09025/2023|EPI_ISL_18531493	#1108			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1108
France/BRE-IPP23765/2023|EPI_ISL_18428268	#950			https://github.com/sars-cov-2-variants/lineage-proposals/issues/950
France/BRE-IPP25030/2023|EPI_ISL_18463587	#950			https://github.com/sars-cov-2-variants/lineage-proposals/issues/950
France/BRE-IPP26396/2023|EPI_ISL_18522190	#950			https://github.com/sars-cov-2-variants/lineage-proposals/issues/950
South_Korea/KDCA265689/2023|EPI_ISL_18354239	#1098			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1098
South_Korea/KDCA269006/2023|EPI_ISL_18439365	#1098			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1098
Taiwan/CDC-F89220/2023|EPI_ISL_18440672	#1098			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1098
South_Korea/KDCA272285/2023|EPI_ISL_18511537	#1098			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1098
Taiwan/CDC-F89622/2023|EPI_ISL_18520817	#1098			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1098
Spain/AN-PMC-38668/2023|EPI_ISL_18541185	#991	31		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Spain/AN-PMC-38662/2023|EPI_ISL_18541177	#991	32		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
USA/VA-VTVAS3-GSC44212/2023|EPI_ISL_18530510	#1112			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1112
France/HDF-IPP17208/2023|EPI_ISL_18168314	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/ICH-741198712/2023|EPI_ISL_18215464	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/OCC-HCL723000975701/2023|EPI_ISL_18229077	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/OCC-HCL723001020001/2023|EPI_ISL_18229488	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/PDL-IPP18007/2023|EPI_ISL_18237382	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/SMC-7114885/2023|EPI_ISL_18246925	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/ARA-HCL023137335201/2023|EPI_ISL_18258246	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Sweden/M-SUS0021609/2023|EPI_ISL_18272966	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7Y8DUY/2023|EPI_ISL_18301783	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YJYAP/2023|EPI_ISL_18301959	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YE99D/2023|EPI_ISL_18302082	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/NY-CDC-LC1059353/2023|EPI_ISL_18310138	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/NC-CDC-LC1058949/2023|EPI_ISL_18310471	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/SMC-7115153/2023|EPI_ISL_18321669	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Italy/UMB-LAOP-133-2-22/2023|EPI_ISL_18323026	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/ICH-741199215/2023|EPI_ISL_18325204	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/HDF-IPP20539/2023|EPI_ISL_18327446	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YRQ1T/2023|EPI_ISL_18331916	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YR488/2023|EPI_ISL_18331920	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/AZ-CDC-QDX85404612/2023|EPI_ISL_18333643	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YJ7SS/2023|EPI_ISL_18337826	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/OH-ODH-SC3032625/2023|EPI_ISL_18338022	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/ICH-741199293/2023|EPI_ISL_18345549	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/NOR-HCL723001232501/2023|EPI_ISL_18357290	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CA-SCPHL-23WGS00879/2023|EPI_ISL_18360637	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YJ7RP/2023|EPI_ISL_18366469	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
England/CLIMB-CM7YMBIP/2023|EPI_ISL_18366626	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Italy/UMB-LAOP-135-2-42-2023/2023|EPI_ISL_18380694	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Italy/UMB-LAOP-135-2-43-2023/2023|EPI_ISL_18380695	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Spain/MD-HGUGM-64098639/2023|EPI_ISL_18392156	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/UT-UPHL-231013706626/2023|EPI_ISL_18400616	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Israel/ICH-741199561/2023|EPI_ISL_18403045	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/NV-CDC-QDX85929406/2023|EPI_ISL_18403987	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Ireland/D-BH-070088231/2023|EPI_ISL_18429523	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Spain/CL-44494/2023|EPI_ISL_18446051	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
New_Zealand/23YA5781/2023|EPI_ISL_18459298	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/HDF-IPP24816/2023|EPI_ISL_18462146	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Italy/LOM_Niguarda_45093284SON/2023|EPI_ISL_18469115	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Italy/UMB-LAOP-139-2-28-2023/2023|EPI_ISL_18489815	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CT-DPH-1179330001/2023|EPI_ISL_18493850	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CA-CDPH-500127538/2023|EPI_ISL_18502083	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CA-CDPH-500127273/2023|EPI_ISL_18502788	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CT-DPH-1183350001/2023|EPI_ISL_18524520	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/NY-CDC-QDX87234546/2023|EPI_ISL_18528770	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/NY-CDC-QDX87048311/2023|EPI_ISL_18534729	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/OCC-ChuMtp-99232502233/2023|EPI_ISL_18536947	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Spain/GA-CHUVI-35623862/2023|EPI_ISL_18543764	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
France/ARA-HCL023170972301/2023|EPI_ISL_18544897	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CA-SFDPH-H23207/2023|EPI_ISL_18548242	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
USA/CT-DPH-1183357001/2023|EPI_ISL_18548386	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Canada/ON-PHL-23-42502/2023|EPI_ISL_18549083	#1117			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1117
Spain/GA-CHUVI-22288571/2023|EPI_ISL_18543753	#991	33		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Canada/ON-PHL-23-42808/2023|EPI_ISL_18549376	#991	34		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
South_Korea/KDCA273058/2023|EPI_ISL_18539628	#991	35		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
England/CLIMB-CM7YEKP5/2023|EPI_ISL_18262822	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
England/CLIMB-CM7YF1AW/2023|EPI_ISL_18273649	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
England/CLIMB-CM7YERS4/2023|EPI_ISL_18315307	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
Austria/MUW_1644608/2023|EPI_ISL_18352042	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
Luxembourg/LNS7018946/2023|EPI_ISL_18530981	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
Luxembourg/LNS9915597/2023|EPI_ISL_18531053	#1130			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1130
Sweden/W-49348013LX/2023|EPI_ISL_17830817	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
Sweden/W-49350939LX/2023|EPI_ISL_17830822	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
Australia/QLD0x0137F2/2023|EPI_ISL_18236382	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
Canada/QC-L00650731001/2023|EPI_ISL_18252333	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/CA-SLOPH-C2137/2023|EPI_ISL_18279924	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/NY-CDC-QDX84783115/2023|EPI_ISL_18307760	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/CA-Stanford-161_S38/2023|EPI_ISL_18308720	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/CA-CDPH-500122273/2023|EPI_ISL_18317667	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/CA-HLX-STM-UAH5AAQ82/2023|EPI_ISL_18319204	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/CA-HLX-STM-DRM63RJAZ/2023|EPI_ISL_18327902	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
USA/NY-CDC-QDX84496966/2023|EPI_ISL_18375652	#1131			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1131
Iceland/L-4465/2023|EPI_ISL_18286859	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Iceland/L-4507/2023|EPI_ISL_18349778	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Canada/SK-RRPL-649732/2023|EPI_ISL_18377490	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0823_0055/2023|EPI_ISL_18393703	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0823_0056/2023|EPI_ISL_18393704	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0906_0013/2023|EPI_ISL_18393720	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0906_0016/2023|EPI_ISL_18393722	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0906_0022/2023|EPI_ISL_18393725	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0912_0054/2023|EPI_ISL_18393731	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0912_0090/2023|EPI_ISL_18393739	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0912_0102/2023|EPI_ISL_18393742	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0912_0117/2023|EPI_ISL_18393748	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0912_0132/2023|EPI_ISL_18393756	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0913_0054/2023|EPI_ISL_18393763	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0919_0077/2023|EPI_ISL_18393766	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0919_0117/2023|EPI_ISL_18393776	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0919_0140/2023|EPI_ISL_18393782	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0919_0175/2023|EPI_ISL_18393794	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0919_0199/2023|EPI_ISL_18393805	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Lithuania/MB0927_0123/2023|EPI_ISL_18393809	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Germany/BY-MVP-000021086/2023|EPI_ISL_18405149	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Scotland/CLIMB-CM7YJ1WD/2023|EPI_ISL_18521819	#1132			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1132
Italy/VEN-ULSS3GEN-7002651789_VE/2023|EPI_ISL_18559969	#1133			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1133
Italy/VEN-ULSS3GEN-7002650114_VE/2023|EPI_ISL_18559976	#1133			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1133
Canada/ON-PHL-23-41264/2023|EPI_ISL_18524101	#1134			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1134
Canada/ON-PHL-23-42607/2023|EPI_ISL_18549184	#1134			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1134
Poland/WSSEGorzow-S0419/2023|EPI_ISL_18560968	#1134			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1134
Australia/NSW-ICPMR-51485/2023|EPI_ISL_18566568	#991	36		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Brazil/CE-LACENCE-232298467/2023|EPI_ISL_18572639	#991	37		https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Poland/Kce-993/2023|EPI_ISL_18457770	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-996/2023|EPI_ISL_18457773	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-997/2023|EPI_ISL_18457774	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-998/2023|EPI_ISL_18457775	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1001/2023|EPI_ISL_18457777	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1002/2023|EPI_ISL_18457778	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1065/2023|EPI_ISL_18508658	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1066/2023|EPI_ISL_18508659	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1067/2023|EPI_ISL_18508660	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1068/2023|EPI_ISL_18508661	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1069/2023|EPI_ISL_18508662	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1073/2023|EPI_ISL_18508666	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1076/2023|EPI_ISL_18508669	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1079/2023|EPI_ISL_18508671	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
Poland/Kce-1085/2023|EPI_ISL_18508677	#1137			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1137
USA/WA-GBW-H10-018-0210/2023|EPI_ISL_18568052	#1139			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1139
USA/WA-GBW-H20-344-6928/2023|EPI_ISL_18568068	#1139			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1139
EPI_ISL_18567611	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18566591	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18564896	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18575608	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18575606	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18576372	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18550398	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18463878	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18567668	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18567678	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18570201	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18546814	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18546817	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18546844	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18509675	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18553257	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18494782	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18546432	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18550520	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18556233	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18576531	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
England/CLIMB-CM7YRE5E/2023|EPI_ISL_18497419	#1140			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1140
Sweden/AB-01_SE100_23CS502989/2023|EPI_ISL_18507429	#1140			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1140
England/CLIMB-CM7YE5ID/2023|EPI_ISL_18521509	#1140			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1140
Sweden/D-6534726776/2023|EPI_ISL_18538193	#1140			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1140
Sweden/D-6381377976/2023|EPI_ISL_18538194	#1140			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1140
EPI_ISL_18579629	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18584317	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
Japan/PG-583668/2023|EPI_ISL_18580656	#1153			https://github.com/sars-cov-2-variants/lineage-proposals/issues/1153
Canada/ON-PHL-23-41476/2023|EPI_ISL_18523201	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-41548/2023|EPI_ISL_18523242	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-41580/2023|EPI_ISL_18523265	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-40593/2023|EPI_ISL_18523757	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-41302/2023|EPI_ISL_18524130	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Italy/LOM-69518432/2023|EPI_ISL_18531516	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-42081/2023|EPI_ISL_18548874	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-42595/2023|EPI_ISL_18549172	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-42606/2023|EPI_ISL_18549183	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-42923/2023|EPI_ISL_18549487	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-43418/2023|EPI_ISL_18582658	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Canada/ON-PHL-23-43535/2023|EPI_ISL_18582773	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
Sweden/G-23-700924/2023|EPI_ISL_18588115	#972			https://github.com/sars-cov-2-variants/lineage-proposals/issues/972
EPI_ISL_18598530	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18598081	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18596477	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18525964	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585532	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400451	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585554	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585542	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400449	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18585552	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18586039	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400448	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18594573	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400447	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400450	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18498550	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18553792	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400467	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18412371	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18400453	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18586036	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18494958	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18591922	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18594578	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18501266	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18531423	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18547193	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
EPI_ISL_18356555	#991			https://github.com/sars-cov-2-variants/lineage-proposals/issues/991
